                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2933,                 5.3647,                 1.4568,                0.00866,                0.09731,                0.02081,                0.00835,                 3.7132,                 3.8373,                 1.7974,               0.070429,              0.0032857,              0.0032857
