                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                  2.425,                 2.1356,                 1.1288,                0.37313,                0.39642,                0.33334,                0.11781,                 2.6269,                 2.2514,                 1.1764,               0.009571,               0.009571,               0.009571
                     15,                  2.334,                 2.1138,                  1.112,                0.46101,                0.43044,                0.38759,                0.16739,                 2.2768,                 2.2014,                 1.0564,               0.009538,               0.009538,               0.009538
                     16,                 2.3652,                 2.0975,                 1.1191,                0.54752,                0.47096,                0.46621,                0.19042,                 2.3566,                 2.0253,                 1.0813,               0.009505,               0.009505,               0.009505
                     17,                 2.3256,                 1.9869,                 1.0824,                0.41476,                0.41689,                 0.4126,                0.15774,                 2.4578,                 2.4165,                 1.0894,               0.009472,               0.009472,               0.009472
                     18,                 2.2399,                 1.8877,                 1.0705,                 0.5424,                0.50587,                0.52333,                0.22951,                 2.1621,                 1.8541,                 1.0395,               0.009439,               0.009439,               0.009439
                     19,                 2.2138,                 1.7917,                 1.0939,                0.64573,                0.44281,                0.51741,                0.22339,                 2.2994,                  2.021,                 1.0576,               0.009406,               0.009406,               0.009406
                     20,                 2.1416,                 1.7227,                 1.0601,                0.61585,                0.53708,                0.54281,                0.22888,                 2.1461,                 1.7398,                  1.043,               0.009373,               0.009373,               0.009373
                     21,                 2.1542,                 1.7132,                 1.0598,                0.56153,                0.51886,                0.51791,                0.20846,                 2.2575,                 1.8713,                 1.0492,                0.00934,                0.00934,                0.00934
                     22,                 2.2036,                 1.7167,                 1.0709,                0.57348,                0.51669,                0.53955,                0.21802,                 2.3269,                 1.7747,                 1.0555,               0.009307,               0.009307,               0.009307
                     23,                  2.181,                  1.687,                 1.0501,                0.62002,                0.48911,                0.52904,                0.22738,                 2.2239,                 1.8793,                 1.0485,               0.009274,               0.009274,               0.009274
                     24,                 2.1837,                 1.7137,                 1.0571,                0.68169,                0.53584,                0.58401,                0.24976,                 2.1649,                 1.7303,                 1.0483,               0.009241,               0.009241,               0.009241
                     25,                 2.1342,                 1.6071,                 1.0549,                0.68964,                0.56876,                0.61458,                0.26572,                 2.1108,                 1.6326,                  1.031,               0.009208,               0.009208,               0.009208
                     26,                 2.0534,                 1.5655,                   1.04,                0.68669,                0.57292,                0.62017,                0.28036,                 2.2054,                 1.7538,                 1.0323,               0.009175,               0.009175,               0.009175
                     27,                 2.0664,                  1.516,                 1.0404,                0.68457,                0.57804,                0.62048,                0.27064,                 2.1123,                 1.6027,                 1.0374,               0.009142,               0.009142,               0.009142
                     28,                 2.1107,                 1.5265,                 1.0461,                0.68586,                0.57223,                0.61311,                 0.2561,                 2.1694,                 1.5389,                 1.0411,               0.009109,               0.009109,               0.009109
                     29,                 2.1594,                 1.6308,                 1.0493,                0.75334,                0.55789,                0.62729,                0.27878,                  2.138,                 1.6188,                 1.0355,               0.009076,               0.009076,               0.009076
                     30,                 2.1154,                 1.5563,                 1.0393,                0.64761,                0.59721,                0.63253,                0.27553,                 2.1569,                 1.5906,                 1.0308,               0.009043,               0.009043,               0.009043
                     31,                 2.0657,                 1.4803,                 1.0284,                0.74488,                0.61128,                 0.7032,                0.31532,                 2.0517,                 1.4938,                 1.0166,                0.00901,                0.00901,                0.00901
                     32,                  1.997,                 1.3841,                 1.0344,                 0.7675,                0.61668,                 0.7045,                0.31936,                 2.0501,                 1.4407,                  1.013,               0.008977,               0.008977,               0.008977
                     33,                  2.024,                 1.3866,                 1.0336,                0.74307,                0.65507,                0.70637,                0.31393,                 2.1145,                 1.4643,                 1.0222,               0.008944,               0.008944,               0.008944
                     34,                 1.9697,                 1.3473,                  1.007,                0.79562,                0.68283,                0.73352,                0.33815,                  2.015,                  1.299,                 1.0047,               0.008911,               0.008911,               0.008911
                     35,                 2.0033,                  1.386,                 1.0103,                0.74601,                0.62898,                0.67502,                0.30972,                 1.9885,                 1.5134,                0.99436,               0.008878,               0.008878,               0.008878
                     36,                 1.9515,                 1.3189,                  1.015,                0.80202,                0.66582,                0.75014,                0.35444,                 1.9324,                 1.3694,                0.98817,               0.008845,               0.008845,               0.008845
                     37,                  1.996,                 1.3337,                 1.0014,                 0.8537,                0.67357,                0.74241,                0.34006,                 2.0593,                 1.3087,                 1.0114,               0.008812,               0.008812,               0.008812
                     38,                 2.0166,                 1.3273,                 1.0271,                0.83425,                0.67771,                0.73528,                0.32398,                 2.0551,                 1.3433,                 1.0076,               0.008779,               0.008779,               0.008779
                     39,                 1.9871,                  1.312,                 1.0176,                0.81796,                0.69133,                0.75947,                0.35632,                 1.9395,                 1.2789,                 0.9869,               0.008746,               0.008746,               0.008746
                     40,                 1.9086,                 1.2424,                 1.0074,                 0.8026,                0.68599,                0.75718,                0.35706,                 1.9653,                 1.3077,                0.99221,               0.008713,               0.008713,               0.008713
                     41,                 1.9325,                 1.2865,                  1.012,                0.80408,                0.69305,                0.75784,                0.32736,                  2.064,                  1.314,                 1.0077,                0.00868,                0.00868,                0.00868
                     42,                 1.9275,                 1.2925,                0.99562,                0.81653,                0.74827,                0.79352,                0.36851,                 1.9508,                 1.2136,                0.98666,               0.008647,               0.008647,               0.008647
                     43,                 1.9348,                 1.2622,                  1.007,                0.87554,                 0.7298,                0.78858,                0.37278,                 1.9503,                 1.2134,                0.98931,               0.008614,               0.008614,               0.008614
                     44,                  1.892,                 1.2256,                 0.9992,                0.84246,                0.69757,                0.77251,                0.35889,                 1.9913,                 1.2628,                 1.0004,               0.008581,               0.008581,               0.008581
                     45,                 1.8874,                 1.1784,                 1.0003,                0.85228,                0.72599,                 0.7839,                0.36997,                 1.9484,                 1.2128,                0.99266,               0.008548,               0.008548,               0.008548
                     46,                 1.8864,                 1.2019,                0.98724,                0.84918,                0.70471,                0.77495,                0.36116,                 1.9383,                 1.2524,                0.98179,               0.008515,               0.008515,               0.008515
                     47,                 1.9532,                  1.247,                0.99152,                0.82397,                0.69415,                0.76768,                0.34585,                 1.9788,                 1.3343,                0.99411,               0.008482,               0.008482,               0.008482
                     48,                 1.8666,                 1.1845,                0.99595,                0.83833,                0.71873,                0.78022,                0.36181,                 1.9693,                 1.2388,                0.98694,               0.008449,               0.008449,               0.008449
                     49,                 1.9051,                 1.1999,                0.98998,                0.80041,                 0.6753,                0.73289,                0.33968,                 1.9996,                 1.3425,                0.99138,               0.008416,               0.008416,               0.008416
                     50,                  1.885,                 1.2161,                0.99705,                0.85785,                0.74902,                0.81875,                0.39839,                 1.9015,                 1.2152,                0.98314,               0.008383,               0.008383,               0.008383
                     51,                 1.8434,                 1.1981,                0.98432,                0.89732,                0.70547,                0.78091,                0.36514,                 1.9806,                 1.2346,                0.99006,                0.00835,                0.00835,                0.00835
                     52,                  1.904,                  1.206,                0.99139,                0.81807,                0.65454,                 0.7692,                0.36564,                 1.9433,                 1.4249,                0.98801,               0.008317,               0.008317,               0.008317
                     53,                 1.8501,                 1.1808,                0.98721,                0.84638,                0.72745,                0.80291,                0.36359,                 1.9996,                 1.2091,                0.98967,               0.008284,               0.008284,               0.008284
                     54,                 1.8848,                 1.1943,                 0.9836,                0.85195,                0.75883,                0.81223,                 0.3739,                 1.9452,                 1.1666,                0.98644,               0.008251,               0.008251,               0.008251
                     55,                 1.8549,                 1.1451,                0.98436,                0.91729,                0.71415,                0.81304,                0.39221,                 1.8751,                 1.2022,                0.97132,               0.008218,               0.008218,               0.008218
                     56,                 1.8792,                 1.1581,                 0.9916,                0.86938,                0.70817,                0.78136,                0.35717,                 1.9838,                 1.1916,                0.98595,               0.008185,               0.008185,               0.008185
                     57,                 1.8431,                 1.1023,                0.98824,                0.90845,                0.70552,                0.79421,                0.36676,                 1.9787,                 1.1943,                0.98533,               0.008152,               0.008152,               0.008152
                     58,                  1.814,                 1.1089,                0.98971,                0.92527,                0.71845,                0.81481,                0.38875,                  1.926,                 1.1497,                0.97856,               0.008119,               0.008119,               0.008119
                     59,                 1.8022,                 1.1055,                0.98867,                0.90001,                 0.7332,                0.81628,                0.39775,                 1.8851,                 1.1548,                0.96542,               0.008086,               0.008086,               0.008086
                     60,                 1.8108,                 1.1046,                 0.9672,                0.91943,                0.71617,                0.80748,                0.37126,                 1.9314,                  1.191,                0.97963,               0.008053,               0.008053,               0.008053
                     61,                  1.831,                 1.1141,                0.97746,                0.90753,                0.73761,                0.81552,                0.39007,                 1.8893,                 1.1193,                0.97604,                0.00802,                0.00802,                0.00802
                     62,                 1.8126,                 1.0888,                0.98441,                0.92445,                 0.7408,                0.82063,                0.38824,                 1.8939,                 1.1632,                0.97603,               0.007987,               0.007987,               0.007987
                     63,                 1.8358,                 1.1325,                0.97955,                0.89341,                0.76998,                 0.8361,                0.39681,                 1.9015,                  1.107,                0.96528,               0.007954,               0.007954,               0.007954
                     64,                 1.8534,                 1.1019,                0.97936,                 0.8869,                0.74617,                 0.8265,                0.39758,                 1.8779,                 1.1347,                0.97111,               0.007921,               0.007921,               0.007921
                     65,                 1.8283,                 1.1087,                0.97011,                0.84114,                0.77226,                0.82975,                0.40631,                 1.8602,                 1.1168,                0.96358,               0.007888,               0.007888,               0.007888
                     66,                 1.8055,                 1.0777,                0.97363,                 0.9035,                0.72283,                 0.8188,                0.37844,                 1.9718,                 1.2078,                0.98318,               0.007855,               0.007855,               0.007855
                     67,                 1.8141,                 1.0598,                0.97609,                0.87726,                0.78605,                0.83447,                0.39589,                 1.9075,                 1.1002,                0.97152,               0.007822,               0.007822,               0.007822
                     68,                 1.7786,                 1.0243,                0.97565,                0.86601,                0.78134,                0.82671,                0.40559,                 1.8536,                 1.1129,                0.96841,               0.007789,               0.007789,               0.007789
                     69,                 1.7961,                 1.0639,                0.97025,                0.90986,                0.77505,                0.83571,                0.41393,                 1.8676,                 1.0701,                0.96901,               0.007756,               0.007756,               0.007756
                     70,                 1.7992,                  1.073,                0.96775,                0.91853,                0.72216,                0.82509,                0.40348,                 1.8539,                  1.131,                0.96324,               0.007723,               0.007723,               0.007723
                     71,                 1.8129,                 1.0931,                0.96653,                0.87981,                0.76574,                0.83786,                0.40107,                 1.8392,                 1.1141,                0.96288,                0.00769,                0.00769,                0.00769
                     72,                 1.8146,                 1.0438,                 0.9758,                 0.8715,                0.76279,                0.82988,                0.40356,                 1.8339,                 1.0671,                0.95764,               0.007657,               0.007657,               0.007657
                     73,                 1.8005,                 1.0596,                0.96573,                0.90108,                0.76293,                 0.8245,                0.39542,                 1.8867,                 1.1263,                0.96613,               0.007624,               0.007624,               0.007624
                     74,                 1.7401,                 1.0125,                0.96111,                0.87854,                0.77557,                 0.8305,                0.41012,                 1.8413,                 1.0958,                0.96764,               0.007591,               0.007591,               0.007591
                     75,                 1.7645,                 1.0431,                0.96683,                0.90842,                 0.7772,                0.83708,                0.40127,                 1.8747,                 1.0933,                0.96659,               0.007558,               0.007558,               0.007558
                     76,                 1.7503,                 1.0198,                0.95924,                0.90293,                0.77599,                0.84094,                0.40378,                 1.8538,                 1.0718,                 0.9583,               0.007525,               0.007525,               0.007525
                     77,                 1.7372,                 1.0219,                0.96905,                0.91949,                 0.7624,                0.83547,                0.39077,                 1.9067,                 1.0844,                0.96553,               0.007492,               0.007492,               0.007492
                     78,                 1.7904,                 1.0401,                0.95936,                0.87328,                0.76691,                0.83615,                 0.3706,                 1.9565,                 1.0977,                0.97142,               0.007459,               0.007459,               0.007459
                     79,                 1.7652,                 1.0054,                0.95649,                0.92082,                0.77474,                0.84602,                0.42027,                 1.8497,                 1.0933,                0.95766,               0.007426,               0.007426,               0.007426
                     80,                 1.7289,                 1.0161,                0.97141,                0.92553,                0.78377,                0.85245,                0.42296,                 1.8661,                 1.0357,                0.96133,               0.007393,               0.007393,               0.007393
                     81,                 1.7246,                0.98795,                0.95517,                0.89988,                0.81346,                0.86075,                0.41591,                 1.8542,                 1.0112,                  0.963,                0.00736,                0.00736,                0.00736
                     82,                 1.7356,                0.98494,                0.96218,                0.91089,                0.80733,                0.85716,                0.41083,                 1.8674,                  1.092,                 0.9611,               0.007327,               0.007327,               0.007327
                     83,                 1.7313,                0.96184,                0.96299,                0.91987,                0.76179,                0.85114,                0.42349,                 1.8285,                 1.0894,                0.95511,               0.007294,               0.007294,               0.007294
                     84,                 1.7613,                0.99324,                0.95626,                0.90244,                0.80745,                 0.8721,                0.43221,                 1.8502,                 1.0206,                0.95621,               0.007261,               0.007261,               0.007261
                     85,                 1.7313,                0.97527,                0.96175,                0.87886,                0.79241,                0.84594,                0.42526,                 1.8328,                 1.0772,                0.95772,               0.007228,               0.007228,               0.007228
                     86,                 1.7165,                0.98463,                0.95267,                0.92247,                0.81417,                0.86436,                0.42178,                 1.8445,                 1.0456,                0.95802,               0.007195,               0.007195,               0.007195
                     87,                 1.7605,                 1.0272,                  0.958,                0.90733,                 0.8072,                0.86294,                0.41768,                 1.8395,                 1.0115,                0.95672,               0.007162,               0.007162,               0.007162
                     88,                 1.7318,                0.95781,                0.95084,                0.85784,                0.79371,                0.83997,                 0.3853,                 1.9411,                  1.082,                0.97107,               0.007129,               0.007129,               0.007129
                     89,                 1.7147,                0.96256,                0.94821,                0.89071,                0.80773,                0.85557,                0.41046,                 1.9033,                 1.0275,                0.96159,               0.007096,               0.007096,               0.007096
                     90,                 1.7354,                0.95491,                0.95635,                0.90543,                0.80224,                0.86424,                0.41918,                 1.8462,                 1.0174,                0.95874,               0.007063,               0.007063,               0.007063
                     91,                 1.7063,                0.93622,                0.95531,                0.93231,                0.81257,                0.87106,                0.42055,                 1.8465,                 1.0139,                0.95762,                0.00703,                0.00703,                0.00703
                     92,                 1.7378,                 0.9906,                0.95006,                 0.8825,                0.80656,                0.85377,                0.42352,                 1.8227,                 1.0553,                0.95438,               0.006997,               0.006997,               0.006997
                     93,                 1.7349,                0.98204,                0.96037,                0.91086,                0.79804,                0.85399,                0.42728,                 1.7937,                0.99935,                0.95293,               0.006964,               0.006964,               0.006964
                     94,                  1.747,                0.97469,                0.95489,                0.90066,                0.80213,                0.85224,                0.41574,                 1.8592,                 1.0603,                0.96096,               0.006931,               0.006931,               0.006931
                     95,                 1.6909,                0.96492,                0.94516,                0.90668,                0.78835,                 0.8529,                0.42698,                 1.8239,                  1.017,                0.95641,               0.006898,               0.006898,               0.006898
                     96,                 1.6926,                0.93546,                0.95511,                0.91234,                0.79181,                0.84427,                0.41542,                 1.8695,                 1.0448,                0.96469,               0.006865,               0.006865,               0.006865
                     97,                 1.6762,                0.92122,                0.95883,                0.93545,                0.79203,                 0.8561,                0.43282,                 1.8056,                 1.0321,                0.95068,               0.006832,               0.006832,               0.006832
                     98,                 1.6919,                0.94805,                0.94483,                0.92095,                0.80435,                 0.8544,                0.43391,                 1.8264,                 0.9868,                0.95296,               0.006799,               0.006799,               0.006799
                     99,                 1.6771,                0.94686,                0.94503,                0.93082,                0.79637,                0.86496,                0.43856,                 1.8069,                 1.0047,                0.95576,               0.006766,               0.006766,               0.006766
                    100,                 1.6792,                0.93311,                0.96166,                0.90592,                 0.8046,                0.86519,                 0.4359,                 1.8222,                 1.0212,                0.95508,               0.006733,               0.006733,               0.006733
                    101,                 1.6923,                0.93478,                0.94367,                0.93428,                 0.8172,                0.86207,                0.42347,                 1.8379,                0.99284,                0.95878,                 0.0067,                 0.0067,                 0.0067
                    102,                  1.676,                0.91395,                 0.9426,                0.94118,                0.79989,                0.86034,                0.42856,                 1.8447,                0.99139,                 0.9587,               0.006667,               0.006667,               0.006667
                    103,                 1.6612,                0.91005,                0.94693,                0.85115,                0.78928,                0.83523,                 0.4075,                 1.8863,                 1.0677,                0.96455,               0.006634,               0.006634,               0.006634
                    104,                 1.6965,                0.93582,                0.95025,                0.92233,                0.80179,                0.86031,                0.43501,                 1.8144,                0.98375,                0.95319,               0.006601,               0.006601,               0.006601
                    105,                 1.6774,                0.91111,                0.93852,                0.93379,                0.82266,                0.87311,                0.43392,                 1.8293,                0.95909,                0.95603,               0.006568,               0.006568,               0.006568
                    106,                 1.6962,                0.94104,                0.94555,                0.91387,                0.82241,                0.87619,                0.43178,                  1.841,                0.96617,                0.95976,               0.006535,               0.006535,               0.006535
                    107,                 1.6673,                0.90686,                0.95371,                0.92609,                0.82709,                0.86591,                0.44191,                 1.8154,                0.99473,                0.95056,               0.006502,               0.006502,               0.006502
                    108,                 1.6491,                0.89258,                0.93742,                0.95259,                0.82053,                 0.8636,                0.44196,                 1.8092,                0.96529,                 0.9518,               0.006469,               0.006469,               0.006469
                    109,                 1.6929,                0.92798,                0.95104,                 0.9113,                0.82583,                0.86338,                0.44478,                 1.7853,                 1.0066,                0.95184,               0.006436,               0.006436,               0.006436
                    110,                 1.6325,                0.89883,                0.92556,                0.92944,                0.83244,                0.86775,                 0.4363,                 1.8263,                0.95472,                0.95745,               0.006403,               0.006403,               0.006403
                    111,                 1.6577,                0.90268,                0.93809,                 0.9414,                0.80524,                0.86781,                0.42557,                 1.8115,                0.94521,                0.95274,                0.00637,                0.00637,                0.00637
                    112,                 1.6225,                0.87382,                0.93091,                 0.9035,                0.82849,                0.84774,                0.42681,                 1.8365,                0.95705,                0.95744,               0.006337,               0.006337,               0.006337
                    113,                 1.6622,                0.88695,                0.93726,                0.89035,                0.82545,                0.87732,                0.43531,                 1.8155,                0.98524,                0.95157,               0.006304,               0.006304,               0.006304
                    114,                 1.6297,                0.89266,                0.92837,                 0.9444,                0.81715,                0.87114,                0.43719,                 1.7999,                0.94328,                0.95107,               0.006271,               0.006271,               0.006271
                    115,                  1.629,                0.89274,                0.93121,                0.93024,                0.81073,                0.85071,                0.41919,                  1.808,                 0.9605,                0.94945,               0.006238,               0.006238,               0.006238
                    116,                 1.6117,                0.89015,                0.92744,                0.92404,                0.81923,                0.86621,                0.43946,                 1.7684,                0.97128,                0.93957,               0.006205,               0.006205,               0.006205
                    117,                 1.6705,                0.91919,                0.93317,                0.95772,                0.81401,                0.87577,                 0.4275,                 1.8204,                0.94592,                0.95589,               0.006172,               0.006172,               0.006172
                    118,                 1.5982,                0.86833,                0.93245,                0.94152,                0.82019,                0.87628,                0.44108,                 1.8153,                0.96281,                0.94975,               0.006139,               0.006139,               0.006139
                    119,                 1.6193,                0.89092,                0.93772,                0.94638,                0.82016,                0.88238,                0.44547,                 1.8036,                0.93386,                0.94954,               0.006106,               0.006106,               0.006106
                    120,                 1.6439,                0.86882,                0.93253,                0.92274,                0.81977,                0.84825,                0.41862,                 1.8376,                0.95495,                0.95838,               0.006073,               0.006073,               0.006073
                    121,                 1.6598,                0.91029,                0.93489,                0.94349,                0.83178,                0.87644,                0.42826,                 1.8062,                0.94218,                 0.9498,                0.00604,                0.00604,                0.00604
                    122,                 1.6226,                0.88096,                0.92674,                0.91676,                0.79806,                0.85955,                0.43141,                  1.813,                0.94627,                0.95277,               0.006007,               0.006007,               0.006007
                    123,                  1.651,                0.88694,                0.94838,                0.89275,                0.81501,                0.85594,                0.43552,                 1.8235,                 1.0049,                0.95563,               0.005974,               0.005974,               0.005974
                    124,                 1.6453,                0.89094,                0.93863,                0.92423,                0.80375,                0.87228,                0.43353,                 1.8244,                0.97375,                0.95665,               0.005941,               0.005941,               0.005941
                    125,                 1.6292,                  0.881,                0.93527,                 0.9122,                0.83635,                0.87644,                0.44236,                 1.8045,                0.95914,                0.94692,               0.005908,               0.005908,               0.005908
                    126,                 1.5969,                0.85086,                0.93382,                0.91333,                0.81838,                0.86427,                0.43236,                 1.8094,                0.95212,                0.94339,               0.005875,               0.005875,               0.005875
                    127,                 1.6404,                0.87023,                0.93614,                0.92144,                0.82962,                0.86805,                0.44453,                 1.8049,                0.95687,                0.94998,               0.005842,               0.005842,               0.005842
                    128,                   1.61,                0.88186,                0.92453,                0.92387,                0.80562,                0.87238,                0.44002,                 1.7913,                0.96943,                0.94736,               0.005809,               0.005809,               0.005809
                    129,                 1.5967,                0.86766,                0.92904,                0.93715,                0.83319,                0.87858,                0.44645,                 1.7827,                0.93854,                 0.9463,               0.005776,               0.005776,               0.005776
                    130,                 1.6446,                0.85855,                 0.9338,                 0.9127,                0.83775,                0.86768,                 0.4245,                 1.8437,                0.93812,                0.95845,               0.005743,               0.005743,               0.005743
                    131,                 1.5999,                0.84521,                0.93313,                0.92457,                0.82229,                 0.8713,                  0.444,                 1.8046,                0.94336,                0.95082,                0.00571,                0.00571,                0.00571
                    132,                    1.6,                0.83799,                0.93264,                0.94038,                0.82745,                0.87475,                0.43656,                 1.7934,                0.91879,                0.95004,               0.005677,               0.005677,               0.005677
                    133,                 1.5947,                0.84566,                0.92957,                 0.9116,                0.83133,                0.88504,                0.44483,                 1.7914,                0.94181,                 0.9452,               0.005644,               0.005644,               0.005644
                    134,                 1.5716,                0.83639,                0.92836,                 0.9156,                0.80703,                0.84831,                0.41895,                 1.8554,                0.97269,                0.96261,               0.005611,               0.005611,               0.005611
                    135,                 1.6022,                0.85486,                0.92122,                0.93465,                0.84003,                0.88765,                0.45468,                 1.7733,                0.90245,                0.94464,               0.005578,               0.005578,               0.005578
                    136,                 1.5579,                0.82857,                0.92264,                0.92486,                0.84773,                0.88473,                0.46202,                 1.7815,                0.90683,                0.94505,               0.005545,               0.005545,               0.005545
                    137,                 1.6505,                0.87031,                0.93062,                0.89166,                0.86909,                0.88566,                  0.445,                 1.8192,                0.92415,                 0.9493,               0.005512,               0.005512,               0.005512
                    138,                  1.599,                0.84485,                0.92904,                0.94134,                0.81544,                0.87745,                0.43469,                 1.8105,                0.95711,                 0.9475,               0.005479,               0.005479,               0.005479
                    139,                 1.6185,                0.87408,                 0.9243,                0.92806,                0.82444,                0.87211,                0.44647,                 1.7943,                0.93331,                 0.9451,               0.005446,               0.005446,               0.005446
                    140,                 1.5659,                0.83196,                0.92771,                0.92852,                0.84061,                0.89151,                0.46378,                 1.7709,                0.91958,                0.94098,               0.005413,               0.005413,               0.005413
                    141,                 1.5916,                0.85603,                0.92882,                0.88991,                0.84095,                0.86597,                0.42837,                 1.7887,                0.92919,                0.94379,                0.00538,                0.00538,                0.00538
                    142,                 1.5823,                0.84261,                0.92365,                 0.9388,                0.82999,                0.86464,                0.44139,                 1.8369,                0.94202,                0.95617,               0.005347,               0.005347,               0.005347
                    143,                 1.5967,                0.82095,                0.92395,                0.96209,                0.81977,                0.87823,                0.45128,                 1.8092,                0.94366,                0.94952,               0.005314,               0.005314,               0.005314
                    144,                 1.5547,                0.81505,                0.92593,                 0.9171,                0.84742,                0.87807,                 0.4484,                 1.7836,                0.92961,                0.94256,               0.005281,               0.005281,               0.005281
                    145,                 1.5439,                0.79919,                0.92765,                0.93214,                0.82042,                0.88303,                 0.4578,                    1.8,                 0.9712,                0.94627,               0.005248,               0.005248,               0.005248
                    146,                 1.5904,                0.84216,                0.92667,                0.93915,                0.85506,                0.88414,                0.45522,                 1.7847,                0.90878,                0.94244,               0.005215,               0.005215,               0.005215
                    147,                 1.5688,                0.82429,                0.91312,                0.94775,                0.84147,                0.88669,                0.46153,                  1.785,                0.93135,                0.94405,               0.005182,               0.005182,               0.005182
                    148,                 1.5359,                 0.8091,                0.91942,                 0.9342,                0.84054,                0.88104,                0.46477,                 1.7631,                0.87425,                0.93989,               0.005149,               0.005149,               0.005149
                    149,                 1.5398,                0.81591,                0.90862,                0.92392,                0.83924,                0.88136,                0.46063,                 1.7635,                0.90706,                 0.9387,               0.005116,               0.005116,               0.005116
                    150,                 1.5675,                 0.8101,                0.93202,                0.91009,                0.85732,                0.88226,                0.43644,                 1.8423,                  0.917,                0.95138,               0.005083,               0.005083,               0.005083
                    151,                 1.5741,                0.83782,                0.92121,                0.89367,                0.84391,                0.87493,                0.45831,                 1.7678,                0.94725,                0.93981,                0.00505,                0.00505,                0.00505
                    152,                 1.5537,                0.81034,                0.91478,                0.94083,                0.84905,                0.88597,                0.44761,                 1.8119,                0.94228,                 0.9466,               0.005017,               0.005017,               0.005017
                    153,                 1.6015,                0.84919,                0.93129,                0.95441,                0.83646,                0.88005,                0.44737,                 1.8195,                0.95452,                0.94933,               0.004984,               0.004984,               0.004984
                    154,                 1.5156,                0.77841,                 0.9164,                0.95999,                 0.8418,                0.88899,                0.46505,                 1.7327,                0.85551,                0.93614,               0.004951,               0.004951,               0.004951
                    155,                 1.5041,                0.76265,                 0.9167,                0.93984,                0.85093,                0.88176,                0.46526,                 1.7422,                0.89468,                0.93664,               0.004918,               0.004918,               0.004918
                    156,                 1.5646,                0.81824,                0.92042,                0.92353,                0.85492,                0.88011,                0.44589,                 1.7978,                0.89558,                0.94339,               0.004885,               0.004885,               0.004885
                    157,                 1.5461,                0.82036,                0.91578,                0.94079,                0.83183,                0.87641,                0.45016,                 1.7654,                0.93997,                0.93717,               0.004852,               0.004852,               0.004852
                    158,                 1.5747,                0.81016,                0.90884,                0.93917,                0.84266,                0.87966,                0.44921,                 1.7893,                0.88153,                0.94697,               0.004819,               0.004819,               0.004819
                    159,                 1.4999,                0.77838,                0.90602,                0.95716,                 0.8458,                0.89363,                0.44972,                 1.7914,                0.90851,                0.94261,               0.004786,               0.004786,               0.004786
