                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.1638,                  1.723,                 1.0679,                0.51127,                0.49311,                0.50408,                0.21281,                 2.2633,                 2.2282,                 1.0398,               0.009538,               0.009538,               0.009538
                     16,                 2.1596,                 1.6918,                 1.0607,                0.56276,                0.55555,                0.55425,                0.23802,                 2.2282,                 1.7189,                 1.0407,               0.009505,               0.009505,               0.009505
                     17,                 2.0971,                 1.6175,                 1.0291,                0.69967,                0.52097,                0.58282,                0.23524,                  2.333,                 1.6506,                  1.047,               0.009472,               0.009472,               0.009472
                     18,                 2.0949,                 1.6162,                 1.0387,                0.72527,                0.55751,                0.60286,                 0.2557,                   2.17,                 1.6387,                 1.0276,               0.009439,               0.009439,               0.009439
                     19,                 2.0738,                 1.6036,                 1.0522,                0.67064,                0.57338,                 0.6384,                0.29848,                 2.0173,                 1.6732,                 1.0082,               0.009406,               0.009406,               0.009406
                     20,                 2.0634,                 1.5411,                 1.0356,                0.66586,                0.58167,                 0.6305,                 0.2847,                 2.0607,                 1.7045,                 1.0091,               0.009373,               0.009373,               0.009373
                     21,                 2.0193,                 1.4734,                 1.0241,                0.78295,                0.59501,                0.66385,                0.29916,                 2.0555,                 1.5205,                 1.0132,                0.00934,                0.00934,                0.00934
                     22,                 2.0486,                 1.4689,                 1.0299,                0.72166,                 0.6406,                0.68429,                0.31439,                 1.9753,                 1.4244,                0.99083,               0.009307,               0.009307,               0.009307
                     23,                 1.9925,                 1.4344,                 1.0177,                 0.7985,                0.50056,                0.60826,                0.25294,                 2.2046,                 1.6862,                 1.0302,               0.009274,               0.009274,               0.009274
                     24,                 1.9721,                 1.4102,                 1.0046,                0.69799,                0.61088,                 0.6651,                0.28032,                 2.0827,                 1.4065,                 1.0063,               0.009241,               0.009241,               0.009241
                     25,                 1.9853,                 1.3806,                 1.0191,                 0.6013,                0.58008,                 0.5911,                0.27042,                 1.9483,                 1.6707,                0.98523,               0.009208,               0.009208,               0.009208
                     26,                 2.0155,                 1.4036,                  1.015,                0.76343,                0.64948,                0.70897,                 0.3228,                 2.0068,                 1.4606,                 1.0055,               0.009175,               0.009175,               0.009175
                     27,                 1.9709,                 1.4054,                  1.021,                0.81657,                0.65932,                0.73797,                0.33844,                 1.9562,                 1.3448,                0.98509,               0.009142,               0.009142,               0.009142
                     28,                 1.9605,                 1.3884,                 1.0177,                0.82145,                0.64347,                0.72132,                0.31753,                 2.0319,                 1.3786,                 1.0126,               0.009109,               0.009109,               0.009109
                     29,                 1.9865,                 1.4015,                 1.0003,                0.74508,                0.52207,                 0.6063,                0.27245,                 2.0472,                 1.6033,                 1.0091,               0.009076,               0.009076,               0.009076
                     30,                  2.011,                 1.3415,                 1.0066,                0.81236,                0.63675,                0.72261,                0.34235,                 1.9405,                 1.4182,                0.97916,               0.009043,               0.009043,               0.009043
                     31,                 1.9363,                 1.2773,                0.99753,                  0.718,                0.64295,                0.71335,                0.32275,                 2.0067,                 1.4907,                 0.9954,                0.00901,                0.00901,                0.00901
                     32,                 1.9048,                 1.2512,                 1.0102,                0.75602,                0.70556,                0.77429,                0.35358,                 1.9468,                 1.2636,                  0.983,               0.008977,               0.008977,               0.008977
                     33,                 1.9213,                 1.2465,                  1.006,                0.83383,                0.69988,                 0.7663,                0.36629,                 1.9311,                 1.2774,                0.98362,               0.008944,               0.008944,               0.008944
                     34,                 1.8882,                 1.2152,                0.99233,                0.81035,                0.69623,                0.76604,                0.37156,                  1.896,                 1.2187,                0.98365,               0.008911,               0.008911,               0.008911
                     35,                 1.9033,                 1.2383,                0.98469,                0.87651,                 0.6948,                  0.764,                0.34892,                 1.9743,                 1.2057,                0.99509,               0.008878,               0.008878,               0.008878
                     36,                 1.8599,                 1.2339,                0.99034,                 0.8606,                0.74359,                0.80019,                0.38767,                  1.885,                 1.1345,                0.98119,               0.008845,               0.008845,               0.008845
                     37,                 1.9014,                 1.2066,                0.97736,                0.71644,                0.66163,                0.71325,                0.31616,                 2.0417,                 1.3425,                0.99196,               0.008812,               0.008812,               0.008812
                     38,                 1.9003,                 1.1904,                0.99458,                0.82944,                 0.6733,                0.75245,                0.35161,                 1.9147,                 1.2122,                0.98701,               0.008779,               0.008779,               0.008779
                     39,                 1.8659,                 1.1783,                0.98821,                0.83725,                0.72939,                0.77703,                0.37348,                 1.8962,                 1.2066,                 0.9764,               0.008746,               0.008746,               0.008746
                     40,                 1.8342,                 1.1181,                0.98821,                0.88461,                0.69504,                 0.7841,                0.38922,                 1.8473,                 1.1712,                0.96613,               0.008713,               0.008713,               0.008713
                     41,                 1.8459,                 1.1778,                0.98412,                0.75786,                0.61747,                0.66946,                0.28917,                 2.1349,                  1.397,                 1.0206,                0.00868,                0.00868,                0.00868
                     42,                  1.867,                 1.1549,                0.97816,                 0.8817,                0.72581,                0.81725,                 0.3888,                 1.8942,                 1.1579,                0.98116,               0.008647,               0.008647,               0.008647
                     43,                 1.8344,                 1.1667,                0.97947,                0.90849,                0.74711,                0.81206,                0.39132,                 1.8479,                 1.1476,                0.96458,               0.008614,               0.008614,               0.008614
                     44,                 1.8712,                  1.162,                0.98574,                0.84243,                0.66524,                0.73817,                0.31717,                 2.0563,                 1.2703,                0.99786,               0.008581,               0.008581,               0.008581
                     45,                 1.8358,                 1.1178,                0.98541,                0.87005,                0.69394,                0.77646,                0.34481,                 1.9414,                 1.1694,                0.97569,               0.008548,               0.008548,               0.008548
                     46,                 1.8018,                 1.1077,                0.96571,                0.91245,                0.73907,                0.81842,                0.39905,                 1.8076,                 1.1243,                0.96035,               0.008515,               0.008515,               0.008515
                     47,                 1.8407,                 1.1075,                0.96984,                0.89841,                0.74649,                0.81569,                0.39695,                 1.8307,                 1.1114,                0.96056,               0.008482,               0.008482,               0.008482
                     48,                 1.7774,                 1.0488,                0.97568,                0.93496,                0.75984,                 0.8269,                0.40793,                 1.8796,                 1.0814,                0.97593,               0.008449,               0.008449,               0.008449
                     49,                 1.7917,                 1.0616,                0.96298,                0.90819,                0.73123,                0.82256,                0.39954,                 1.8375,                 1.1099,                 0.9597,               0.008416,               0.008416,               0.008416
                     50,                 1.8025,                  1.079,                0.97449,                0.86101,                0.76133,                0.80772,                0.38418,                 1.8762,                 1.1145,                0.96919,               0.008383,               0.008383,               0.008383
                     51,                 1.8092,                 1.0972,                0.97514,                0.86133,                 0.7369,                0.79587,                0.37666,                 1.8739,                 1.1281,                0.97117,                0.00835,                0.00835,                0.00835
                     52,                 1.8052,                 1.0576,                0.96839,                0.89994,                0.75579,                0.82544,                0.41067,                 1.8147,                 1.1375,                 0.9566,               0.008317,               0.008317,               0.008317
                     53,                 1.8274,                 1.1053,                0.97963,                0.87809,                0.72943,                0.80105,                0.37787,                 1.8959,                 1.1329,                0.97484,               0.008284,               0.008284,               0.008284
                     54,                 1.8124,                 1.0795,                0.96929,                0.92049,                0.75111,                0.82073,                0.40485,                 1.8026,                 1.0581,                0.95639,               0.008251,               0.008251,               0.008251
                     55,                 1.7821,                 1.0554,                0.96605,                0.90112,                0.77706,                 0.8425,                0.41843,                 1.8118,                 1.0517,                0.95881,               0.008218,               0.008218,               0.008218
                     56,                 1.7822,                 1.0408,                0.97283,                0.89474,                0.76806,                0.83658,                0.39455,                 1.8726,                 1.0713,                0.96802,               0.008185,               0.008185,               0.008185
                     57,                  1.792,                 1.0277,                0.97607,                0.86282,                0.71201,                0.77543,                0.36986,                  1.892,                 1.1641,                0.97488,               0.008152,               0.008152,               0.008152
                     58,                  1.814,                 1.0784,                0.98234,                0.82076,                0.76068,                0.77894,                0.34504,                 1.9361,                 1.1556,                0.97311,               0.008119,               0.008119,               0.008119
                     59,                 1.7975,                 1.0445,                 0.9802,                 0.8967,                0.76854,                0.83369,                 0.3944,                 1.8727,                 1.0594,                0.96157,               0.008086,               0.008086,               0.008086
                     60,                 1.7693,                 1.0198,                0.95491,                0.87169,                0.75153,                0.81208,                0.38949,                 1.8459,                 1.0832,                0.95727,               0.008053,               0.008053,               0.008053
                     61,                 1.7924,                 1.0488,                0.96771,                0.89144,                0.76521,                0.82635,                0.40702,                 1.8123,                 1.0611,                0.95834,                0.00802,                0.00802,                0.00802
                     62,                 1.7464,                 1.0047,                0.96447,                0.90974,                0.77104,                0.82684,                0.39089,                 1.8666,                 1.0666,                0.95783,               0.007987,               0.007987,               0.007987
                     63,                 1.7786,                 1.0719,                0.96608,                0.89674,                0.75687,                0.83452,                0.41425,                 1.7598,                 1.0648,                0.94212,               0.007954,               0.007954,               0.007954
                     64,                 1.7588,                 1.0336,                0.95747,                0.92156,                0.77498,                0.84527,                0.42821,                 1.8007,                 1.0179,                0.95494,               0.007921,               0.007921,               0.007921
                     65,                 1.7479,                 1.0132,                0.95639,                0.93036,                0.76249,                0.85177,                0.43344,                 1.7789,                 1.0065,                 0.9501,               0.007888,               0.007888,               0.007888
                     66,                 1.7537,                 1.0041,                0.95921,                 0.9398,                0.79327,                0.85949,                0.43727,                 1.7679,                 1.0137,                0.94911,               0.007855,               0.007855,               0.007855
                     67,                 1.7747,                 1.0243,                0.96881,                0.88185,                0.75949,                0.82189,                0.39437,                 1.8586,                 1.0877,                0.96444,               0.007822,               0.007822,               0.007822
                     68,                 1.7338,                0.99829,                 0.9666,                0.94079,                0.76689,                0.84231,                0.41944,                 1.8104,                 1.0326,                0.94855,               0.007789,               0.007789,               0.007789
                     69,                 1.7449,                 1.0319,                0.96004,                0.93855,                0.80103,                0.85201,                0.42581,                 1.7894,                0.99777,                0.94576,               0.007756,               0.007756,               0.007756
                     70,                 1.7469,                 1.0119,                0.95341,                0.89048,                0.77939,                0.85002,                0.42144,                 1.7836,                 1.0212,                0.94891,               0.007723,               0.007723,               0.007723
                     71,                 1.7548,                0.97169,                0.95534,                0.90772,                0.76782,                 0.8546,                  0.431,                 1.7548,                 1.0685,                0.94068,                0.00769,                0.00769,                0.00769
                     72,                 1.7178,                0.97928,                  0.955,                 0.9485,                0.80726,                 0.8605,                0.42143,                 1.7771,                0.96634,                0.94679,               0.007657,               0.007657,               0.007657
                     73,                 1.7359,                0.97469,                0.95104,                0.95314,                0.79575,                0.86249,                0.42796,                 1.7637,                0.96089,                0.94417,               0.007624,               0.007624,               0.007624
                     74,                 1.7519,                0.97754,                0.96401,                 0.9234,                0.80206,                0.85813,                0.43077,                 1.7834,                0.98082,                0.94559,               0.007591,               0.007591,               0.007591
                     75,                 1.7122,                0.95725,                0.95518,                0.93336,                0.78527,                0.84453,                0.43056,                 1.7728,                0.99987,                0.94439,               0.007558,               0.007558,               0.007558
                     76,                 1.7097,                0.96772,                0.94812,                0.93685,                0.79584,                0.85433,                0.42163,                 1.7625,                0.97347,                0.94909,               0.007525,               0.007525,               0.007525
                     77,                 1.6887,                0.94116,                0.95289,                0.94761,                 0.7946,                0.87315,                0.44137,                 1.7758,                0.98171,                0.94494,               0.007492,               0.007492,               0.007492
                     78,                 1.7234,                0.95811,                0.94744,                0.93719,                0.76936,                0.84252,                0.41881,                 1.7482,                 1.0027,                0.93544,               0.007459,               0.007459,               0.007459
                     79,                 1.7212,                0.94578,                0.94725,                0.92816,                0.77283,                0.83648,                0.39585,                 1.8928,                 1.0296,                0.96569,               0.007426,               0.007426,               0.007426
                     80,                 1.7473,                0.95367,                0.97349,                0.94202,                0.77892,                0.85411,                0.43375,                 1.7674,                0.98255,                0.94204,               0.007393,               0.007393,               0.007393
                     81,                 1.7104,                 0.9338,                0.95043,                0.92485,                0.78243,                 0.8571,                0.42188,                 1.7884,                0.98028,                0.94662,                0.00736,                0.00736,                0.00736
                     82,                 1.7357,                0.96034,                0.96126,                0.89796,                0.78092,                0.84594,                0.42717,                 1.7657,                 1.0355,                0.94192,               0.007327,               0.007327,               0.007327
                     83,                 1.6933,                 0.9243,                 0.9508,                0.94478,                0.80187,                0.86847,                0.42839,                 1.7736,                0.98983,                0.94432,               0.007294,               0.007294,               0.007294
                     84,                 1.6878,                0.96651,                0.93918,                0.94513,                0.77827,                0.85792,                0.43921,                 1.7474,                0.99529,                0.94616,               0.007261,               0.007261,               0.007261
                     85,                 1.6691,                0.91321,                0.94789,                0.94098,                0.78813,                0.86018,                0.44176,                 1.7787,                 1.0153,                0.94818,               0.007228,               0.007228,               0.007228
                     86,                  1.671,                0.91831,                0.94078,                0.91903,                0.81178,                 0.8667,                0.43017,                  1.787,                0.95901,                0.94577,               0.007195,               0.007195,               0.007195
                     87,                 1.7146,                 0.9381,                0.94924,                0.93904,                0.81651,                0.88113,                0.44986,                 1.7235,                0.91021,                0.93814,               0.007162,               0.007162,               0.007162
                     88,                 1.6613,                0.89929,                  0.936,                0.95347,                0.80182,                0.87418,                0.43217,                 1.7803,                0.94877,                0.94368,               0.007129,               0.007129,               0.007129
                     89,                 1.6669,                0.88789,                0.93546,                 0.9194,                0.82736,                 0.8677,                0.42578,                 1.8094,                0.92421,                0.95175,               0.007096,               0.007096,               0.007096
                     90,                  1.666,                0.87445,                0.94078,                0.93524,                0.81616,                0.87873,                0.44774,                 1.7343,                0.88291,                0.93805,               0.007063,               0.007063,               0.007063
                     91,                 1.6649,                0.87806,                0.94468,                0.90456,                 0.8131,                0.87615,                0.44664,                 1.7686,                  0.971,                0.94058,                0.00703,                0.00703,                0.00703
                     92,                  1.674,                0.93779,                0.93848,                0.94811,                0.78183,                 0.8617,                  0.436,                 1.7555,                0.97362,                0.94026,               0.006997,               0.006997,               0.006997
                     93,                 1.6897,                0.92195,                0.95073,                0.91314,                0.81837,                0.87495,                0.44776,                 1.7285,                0.95396,                0.93495,               0.006964,               0.006964,               0.006964
                     94,                 1.6757,                0.92133,                0.94159,                0.94717,                0.80771,                0.87574,                0.43467,                 1.7581,                0.92807,                0.94215,               0.006931,               0.006931,               0.006931
                     95,                 1.6583,                0.89629,                0.93515,                 0.9149,                0.81441,                0.87626,                0.45265,                 1.6988,                0.94501,                0.93072,               0.006898,               0.006898,               0.006898
                     96,                 1.6361,                 0.9048,                0.94612,                0.94568,                 0.8144,                0.87794,                0.45358,                  1.739,                0.92827,                0.94182,               0.006865,               0.006865,               0.006865
                     97,                 1.6508,                0.86646,                0.95069,                0.92418,                0.79202,                0.86817,                0.44409,                 1.7424,                0.94278,                0.94029,               0.006832,               0.006832,               0.006832
                     98,                 1.6408,                0.87961,                0.93286,                0.91507,                0.82299,                0.86446,                0.43878,                 1.7851,                 0.9313,                0.94568,               0.006799,               0.006799,               0.006799
                     99,                 1.6496,                 0.8785,                0.93895,                0.89019,                0.82301,                0.87589,                0.44045,                 1.7686,                0.93621,                 0.9395,               0.006766,               0.006766,               0.006766
                    100,                 1.6639,                0.90879,                0.95469,                 0.9643,                0.78271,                0.87518,                0.45945,                 1.7485,                0.93061,                0.93918,               0.006733,               0.006733,               0.006733
                    101,                 1.6548,                0.90766,                0.93692,                 0.9432,                0.81718,                 0.8671,                0.43723,                  1.762,                0.93807,                0.94234,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.6235,                0.85017,                0.93094,                0.95335,                0.83475,                0.88075,                0.45272,                 1.7185,                0.90962,                0.93821,               0.006667,               0.006667,               0.006667
                    103,                 1.6236,                0.87188,                0.93573,                0.92966,                0.82728,                0.88179,                0.45834,                 1.7287,                0.92525,                0.93771,               0.006634,               0.006634,               0.006634
                    104,                 1.6364,                0.88429,                0.93778,                0.97603,                0.81378,                0.88762,                 0.4557,                 1.7201,                0.91619,                0.93365,               0.006601,               0.006601,               0.006601
                    105,                 1.6439,                0.88673,                0.93101,                0.92919,                0.83545,                0.88183,                0.45333,                 1.7334,                 0.9058,                0.93769,               0.006568,               0.006568,               0.006568
                    106,                 1.6562,                 0.9001,                0.93456,                0.93641,                0.82019,                0.88545,                0.45854,                 1.7347,                0.92373,                0.93758,               0.006535,               0.006535,               0.006535
                    107,                  1.614,                0.86453,                0.94158,                0.95319,                0.82013,                0.88105,                0.45886,                  1.711,                0.89965,                0.93377,               0.006502,               0.006502,               0.006502
                    108,                 1.5954,                0.82739,                0.92575,                0.94208,                0.81634,                0.88224,                0.46008,                 1.7186,                0.90554,                0.93678,               0.006469,               0.006469,               0.006469
                    109,                 1.6115,                0.85209,                0.93903,                0.95212,                0.82338,                0.88029,                0.45097,                  1.724,                0.88334,                0.93922,               0.006436,               0.006436,               0.006436
                    110,                 1.6342,                0.86869,                0.92298,                0.96612,                0.82069,                0.88548,                0.45483,                 1.6907,                0.89022,                0.93016,               0.006403,               0.006403,               0.006403
                    111,                 1.6541,                0.88673,                0.94028,                0.94581,                0.81125,                0.87787,                0.45059,                 1.7113,                0.89033,                0.93566,                0.00637,                0.00637,                0.00637
                    112,                 1.6148,                0.85297,                0.92764,                0.95148,                0.83616,                0.89288,                0.46611,                 1.7026,                 0.8774,                0.93498,               0.006337,               0.006337,               0.006337
                    113,                 1.6193,                0.83502,                0.93034,                0.95164,                0.84281,                0.89584,                0.46047,                 1.7276,                0.88268,                0.93363,               0.006304,               0.006304,               0.006304
                    114,                 1.6253,                 0.8403,                0.92741,                0.92986,                0.81694,                0.87575,                0.45203,                 1.7159,                0.89672,                0.93547,               0.006271,               0.006271,               0.006271
                    115,                 1.6156,                0.85392,                0.93079,                0.95763,                0.79895,                0.88872,                0.45159,                 1.7009,                0.87211,                0.92899,               0.006238,               0.006238,               0.006238
                    116,                 1.6176,                0.84048,                0.92923,                0.93748,                0.81618,                0.89209,                0.45314,                 1.7262,                0.95158,                0.93385,               0.006205,               0.006205,               0.006205
                    117,                 1.6489,                0.87529,                0.92925,                0.95823,                0.84156,                0.88937,                0.46529,                 1.7139,                0.88025,                0.93217,               0.006172,               0.006172,               0.006172
                    118,                 1.5845,                0.82367,                 0.9265,                0.94362,                0.83053,                0.89334,                0.45903,                 1.7198,                0.88897,                0.93407,               0.006139,               0.006139,               0.006139
                    119,                 1.6119,                 0.8434,                0.93873,                0.95535,                0.82353,                0.88717,                0.46477,                 1.7008,                0.87028,                0.92789,               0.006106,               0.006106,               0.006106
                    120,                 1.5962,                0.82557,                0.92185,                0.94301,                0.81079,                0.87593,                0.44109,                 1.7337,                   0.92,                0.92979,               0.006073,               0.006073,               0.006073
                    121,                 1.6443,                0.87994,                0.93102,                0.96227,                0.83224,                0.88726,                0.43818,                 1.7664,                0.89715,                0.93746,                0.00604,                0.00604,                0.00604
                    122,                 1.5714,                0.84537,                0.91871,                0.96002,                0.84778,                0.90372,                0.46574,                 1.7064,                0.85544,                0.92751,               0.006007,               0.006007,               0.006007
                    123,                 1.5949,                0.82561,                0.93426,                0.94279,                0.83029,                0.88372,                0.47053,                 1.7218,                0.93608,                0.93368,               0.005974,               0.005974,               0.005974
                    124,                 1.6317,                0.84864,                0.93267,                0.95786,                0.81781,                0.88131,                0.45914,                 1.7411,                0.91622,                0.93866,               0.005941,               0.005941,               0.005941
                    125,                  1.586,                0.82558,                0.92687,                0.93624,                0.83678,                0.89117,                0.47584,                 1.6906,                  0.891,                0.92712,               0.005908,               0.005908,               0.005908
                    126,                 1.5553,                0.81023,                0.92622,                0.94603,                0.81473,                0.87896,                0.45582,                 1.6916,                0.89604,                0.92767,               0.005875,               0.005875,               0.005875
                    127,                 1.5807,                0.81334,                0.92127,                   0.94,                0.81721,                 0.8904,                0.46349,                 1.7222,                0.87311,                0.93279,               0.005842,               0.005842,               0.005842
                    128,                 1.5758,                 0.8321,                0.91679,                0.96191,                0.82538,                0.89551,                0.47659,                 1.6789,                0.86124,                0.92839,               0.005809,               0.005809,               0.005809
                    129,                 1.5644,                0.83659,                0.92661,                0.95698,                0.83749,                0.89624,                 0.4676,                 1.7154,                0.86003,                0.93401,               0.005776,               0.005776,               0.005776
                    130,                 1.5966,                0.81252,                0.92907,                0.96321,                0.82867,                0.90039,                0.46713,                 1.7088,                0.87735,                0.92684,               0.005743,               0.005743,               0.005743
                    131,                 1.5753,                0.81089,                0.92884,                0.95081,                0.84979,                0.91046,                0.48997,                 1.6636,                0.84967,                0.92259,                0.00571,                0.00571,                0.00571
                    132,                 1.5633,                0.79641,                0.92574,                0.94965,                0.85097,                0.90402,                0.48603,                 1.6773,                0.85204,                0.92754,               0.005677,               0.005677,               0.005677
                    133,                 1.5761,                0.81761,                0.92749,                0.97164,                 0.8075,                0.89407,                0.47535,                 1.6894,                0.88604,                0.92816,               0.005644,               0.005644,               0.005644
                    134,                 1.5629,                0.80725,                0.92596,                0.95064,                0.86517,                0.90986,                 0.4693,                  1.693,                0.84965,                0.92527,               0.005611,               0.005611,               0.005611
                    135,                 1.6032,                0.83406,                0.91968,                0.96674,                0.84274,                 0.9062,                0.47311,                 1.7215,                0.86035,                0.93299,               0.005578,               0.005578,               0.005578
                    136,                  1.569,                0.80369,                0.92107,                0.95994,                0.83641,                0.89842,                0.47188,                 1.7037,                0.85955,                0.93251,               0.005545,               0.005545,               0.005545
                    137,                 1.5907,                0.83839,                0.92278,                0.94575,                0.84304,                0.89599,                0.46404,                 1.7142,                0.87072,                0.93301,               0.005512,               0.005512,               0.005512
                    138,                  1.561,                0.81454,                0.92075,                0.94909,                0.82166,                0.89082,                0.47133,                 1.7265,                 0.8757,                0.93306,               0.005479,               0.005479,               0.005479
                    139,                 1.5857,                0.83853,                0.91735,                0.93669,                0.82223,                0.89205,                0.47303,                 1.7097,                0.85775,                0.92912,               0.005446,               0.005446,               0.005446
                    140,                 1.5613,                0.81679,                0.92504,                0.94577,                0.84381,                0.89045,                  0.478,                 1.6865,                0.87864,                 0.9262,               0.005413,               0.005413,               0.005413
                    141,                 1.5562,                0.83589,                0.91761,                0.95677,                0.83265,                0.90015,                0.49209,                 1.6754,                0.85377,                0.92461,                0.00538,                0.00538,                0.00538
                    142,                 1.5626,                0.81359,                0.92006,                0.93241,                0.83776,                0.89342,                0.47748,                 1.6877,                0.84995,                0.92592,               0.005347,               0.005347,               0.005347
                    143,                  1.571,                0.79663,                0.91767,                0.91065,                0.82886,                0.88243,                0.46383,                 1.7395,                0.89351,                0.93463,               0.005314,               0.005314,               0.005314
                    144,                 1.5415,                0.78517,                0.92172,                0.95187,                0.85049,                0.90501,                0.48776,                 1.6601,                0.83808,                0.92226,               0.005281,               0.005281,               0.005281
                    145,                 1.5433,                0.78169,                0.92705,                0.95054,                0.83404,                0.90216,                0.48408,                 1.6891,                0.85109,                0.93103,               0.005248,               0.005248,               0.005248
                    146,                 1.5804,                0.82789,                0.92137,                0.95231,                0.83789,                0.89952,                0.47197,                 1.6617,                0.82082,                0.92435,               0.005215,               0.005215,               0.005215
                    147,                 1.5827,                0.82066,                0.91392,                0.97761,                0.83828,                0.90254,                0.47306,                 1.6891,                0.83739,                0.92535,               0.005182,               0.005182,               0.005182
                    148,                  1.545,                0.80668,                0.91821,                0.94643,                0.85482,                0.90405,                0.48404,                 1.6831,                0.82951,                0.92556,               0.005149,               0.005149,               0.005149
                    149,                 1.5547,                0.80388,                0.90878,                 0.9648,                0.83248,                0.90087,                0.47468,                  1.694,                0.83541,                0.92679,               0.005116,               0.005116,               0.005116
                    150,                 1.5507,                0.79842,                0.92625,                0.94906,                0.84328,                0.89947,                   0.47,                 1.7373,                0.85478,                0.93067,               0.005083,               0.005083,               0.005083
                    151,                 1.5686,                0.81486,                 0.9178,                0.94844,                0.82912,                0.89328,                  0.475,                 1.7165,                0.83883,                0.92859,                0.00505,                0.00505,                0.00505
                    152,                 1.5485,                0.79137,                0.91514,                0.96194,                0.83771,                0.90239,                0.47809,                 1.6965,                0.83627,                0.92626,               0.005017,               0.005017,               0.005017
                    153,                 1.5864,                0.82044,                0.92735,                0.94152,                 0.8603,                0.90794,                0.47647,                 1.7073,                0.81691,                0.93002,               0.004984,               0.004984,               0.004984
                    154,                 1.5156,                0.76894,                0.91558,                0.93433,                0.85909,                0.90523,                0.49053,                 1.6517,                0.82883,                0.92007,               0.004951,               0.004951,               0.004951
                    155,                 1.5261,                 0.7715,                0.91982,                0.95444,                0.84374,                0.90497,                0.47867,                 1.6727,                0.84511,                0.92836,               0.004918,               0.004918,               0.004918
                    156,                   1.56,                0.80508,                0.91983,                0.96171,                0.84767,                0.90155,                0.48491,                 1.6657,                0.82755,                0.92355,               0.004885,               0.004885,               0.004885
                    157,                 1.5705,                0.79794,                0.91482,                 0.9574,                0.85098,                0.90274,                0.47556,                 1.7029,                 0.8452,                0.92744,               0.004852,               0.004852,               0.004852
                    158,                  1.568,                0.79462,                0.90585,                0.97113,                0.82488,                0.90608,                0.47576,                 1.7233,                0.84968,                0.93054,               0.004819,               0.004819,               0.004819
                    159,                 1.5221,                0.78628,                0.90373,                0.95605,                0.84493,                0.89928,                0.47744,                  1.687,                0.84167,                0.92481,               0.004786,               0.004786,               0.004786
                    160,                 1.5618,                0.81272,                0.91642,                   0.94,                0.85689,                0.90478,                0.48055,                 1.6811,                 0.8274,                0.92348,               0.004753,               0.004753,               0.004753
